"ID","Age","Sex","Group","Home_Cage","Weight"
"G19_5",26,"Female","WT+MTX","C11444271",5
"G19_6",26,"Female","KO+Saline","C11444271",11
"G19_8",26,"Female","KO+MTX","C11444271",11.8
"G19_9",26,"Female","KO+MTX","C11444271",11.2
"G19_2",27,"Male","KO+Saline","C11444271",15
"G19_5",27,"Female","WT+MTX","C11444271",6.6
"G19_6",27,"Female","KO+Saline","C11444271",12
"G19_8",27,"Female","KO+MTX","C11444271",12.6
"G19_9",27,"Female","KO+MTX","C11444271",12.2
"G19_2",35,"Male","KO+Saline","C11444271",19.6
"G19_5",35,"Female","WT+MTX","C11444271",13.8
"G19_6",35,"Female","KO+Saline","C11444271",16.4
"G19_8",35,"Female","KO+MTX","C11444271",15.8
"G19_9",35,"Female","KO+MTX","C11444271",15.5
"G19_2",41,"Male","KO+Saline","C11444271",22
"G19_5",41,"Female","WT+MTX","C11444271",17.8
"G19_6",41,"Female","KO+Saline","C11444271",17.4
"G19_8",41,"Female","KO+MTX","C11444271",17.6
"G19_9",41,"Female","KO+MTX","C11444271",17.4
"G19_2",49,"Male","KO+Saline","C11444271",24
"G19_5",49,"Female","WT+MTX","C11444271",18.3
"G19_6",49,"Female","KO+Saline","C11444271",18.4
"G19_8",49,"Female","KO+MTX","C11444271",17.9
"G19_9",49,"Female","KO+MTX","C11444271",17.7
"G19_2",56,"Male","KO+Saline","C11444271",25.4
"G19_5",56,"Female","WT+MTX","C11444271",19.2
"G19_6",56,"Female","KO+Saline","C11444271",18.9
"G19_8",56,"Female","KO+MTX","C11444271",18.6
"G19_9",56,"Female","KO+MTX","C11444271",18.1
"G19_2",62,"Male","KO+Saline","C11444271",26.2
"G19_5",62,"Female","WT+MTX","C11444271",20.1
"G19_6",62,"Female","KO+Saline","C11444271",20.6
"G19_8",62,"Female","KO+MTX","C11444271",19.5
"G19_9",62,"Female","KO+MTX","C11444271",19.7
"G21_5",13,"Male","WT+MTX","C11437090",6.2
"G21_9",13,"Female","WT+Saline","C11437090",6.1
"G21_5",17,"Male","WT+MTX","C11437090",6.1
"G21_9",17,"Female","WT+Saline","C11437090",6.4
"G21_5",18,"Male","WT+MTX","C11437090",NA
"G21_9",18,"Female","WT+Saline","C11437090",NA
"G21_5",19,"Male","WT+MTX","C11437090",6.8
"G21_9",19,"Female","WT+Saline","C11437090",7.1
"G21_5",20,"Male","WT+MTX","C11437090",6.7
"G21_9",20,"Female","WT+Saline","C11437090",7.4
"G21_5",21,"Male","WT+MTX","C11437090",6.4
"G21_9",21,"Female","WT+Saline","C11437090",7.9
"G21_5",22,"Male","WT+MTX","C11437090",6
"G21_9",22,"Female","WT+Saline","C11437090",8.3
"G21_5",23,"Male","WT+MTX","C11437090",5.8
"G21_9",23,"Female","WT+Saline","C11437090",9.6
"G21_5",24,"Male","WT+MTX","C11437090",6
"G21_9",24,"Female","WT+Saline","C11437090",10.1
"G21_5",25,"Male","WT+MTX","C11437090",5.8
"G21_9",25,"Female","WT+Saline","C11437090",10.9
"G21_5",26,"Male","WT+MTX","C11437090",6.2
"G21_9",26,"Female","WT+Saline","C11437090",11.2
"G21_5",27,"Male","WT+MTX","C11437090",6.9
"G21_9",27,"Female","WT+Saline","C11437090",12.1
"G21_5",35,"Male","WT+MTX","C11437090",13.3
"G21_9",35,"Female","WT+Saline","C11437090",14.5
"G21_5",41,"Male","WT+MTX","C11437090",16.5
"G21_9",41,"Female","WT+Saline","C11437090",15.2
"G21_5",49,"Male","WT+MTX","C11437090",18.9
"G21_9",49,"Female","WT+Saline","C11437090",16.1
"G21_5",56,"Male","WT+MTX","C11437090",21.7
"G21_9",56,"Female","WT+Saline","C11437090",16
"G21_5",62,"Male","WT+MTX","C11437090",22.3
"G21_9",62,"Female","WT+Saline","C11437090",17
"G22_1",13,"Male","WT+MTX","C11444180",9.9
"G22_2",13,"Male","KO+Saline","C11444180",10.2
"G22_3",13,"Male","WT+Saline","C11444180",9.9
"G22_1",17,"Male","WT+MTX","C11444180",9
"G22_2",17,"Male","KO+Saline","C11444180",8.9
"G22_3",17,"Male","WT+Saline","C11444180",7.8
"G22_1",18,"Male","WT+MTX","C11444180",NA
"G22_2",18,"Male","KO+Saline","C11444180",NA
"G22_3",18,"Male","WT+Saline","C11444180",NA
"G22_1",19,"Male","WT+MTX","C11444180",10.9
"G22_2",19,"Male","KO+Saline","C11444180",11
"G22_3",19,"Male","WT+Saline","C11444180",9.7
"G22_1",20,"Male","WT+MTX","C11444180",11.3
"G22_2",20,"Male","KO+Saline","C11444180",11.5
"G22_3",20,"Male","WT+Saline","C11444180",10.3
"G22_1",21,"Male","WT+MTX","C11444180",12.5
"G22_2",21,"Male","KO+Saline","C11444180",12.2
"G22_3",21,"Male","WT+Saline","C11444180",10.9
"G22_1",22,"Male","WT+MTX","C11444180",13.7
"G22_2",22,"Male","KO+Saline","C11444180",13.3
"G22_3",22,"Male","WT+Saline","C11444180",12.1
"G22_1",23,"Male","WT+MTX","C11444180",14.6
"G22_2",23,"Male","KO+Saline","C11444180",14.3
"G22_3",23,"Male","WT+Saline","C11444180",13.1
"G22_1",24,"Male","WT+MTX","C11444180",15.4
"G22_2",24,"Male","KO+Saline","C11444180",15.2
"G22_3",24,"Male","WT+Saline","C11444180",14.2
"G22_1",25,"Male","WT+MTX","C11444180",16.2
"G22_2",25,"Male","KO+Saline","C11444180",15.7
"G22_3",25,"Male","WT+Saline","C11444180",14.6
"G22_1",26,"Male","WT+MTX","C11444180",17.6
"G22_2",26,"Male","KO+Saline","C11444180",16.6
"G22_3",26,"Male","WT+Saline","C11444180",15.5
"G22_1",27,"Male","WT+MTX","C11444180",17.7
"G22_2",27,"Male","KO+Saline","C11444180",16.7
"G22_3",27,"Male","WT+Saline","C11444180",15.9
"G22_1",35,"Male","WT+MTX","C11444180",23.3
"G22_2",35,"Male","KO+Saline","C11444180",21.6
"G22_3",35,"Male","WT+Saline","C11444180",21.3
"G22_1",41,"Male","WT+MTX","C11444180",24.8
"G22_2",41,"Male","KO+Saline","C11444180",23.5
"G22_3",41,"Male","WT+Saline","C11444180",23.4
"G22_1",49,"Male","WT+MTX","C11444180",26.6
"G22_2",49,"Male","KO+Saline","C11444180",26.1
"G22_3",49,"Male","WT+Saline","C11444180",24.7
"G22_1",56,"Male","WT+MTX","C11444180",27.6
"G22_2",56,"Male","KO+Saline","C11444180",26.9
"G22_3",56,"Male","WT+Saline","C11444180",26.5
"G22_1",62,"Male","WT+MTX","C11444180",28.9
"G22_2",62,"Male","KO+Saline","C11444180",26.8
"G22_3",62,"Male","WT+Saline","C11444180",26.7
"G23_8",13,"Female","WT+MTX","C11437088",7
"G23_9",13,"Female","KO+Saline","C11437088",6.9
"G23_8",17,"Female","WT+MTX","C11437088",7.6
"G23_9",17,"Female","KO+Saline","C11437088",5.7
"G23_8",18,"Female","WT+MTX","C11437088",7.7
"G23_9",18,"Female","KO+Saline","C11437088",5.8
"G23_8",19,"Female","WT+MTX","C11437088",7.9
"G23_9",19,"Female","KO+Saline","C11437088",6
"G23_8",20,"Female","WT+MTX","C11437088",8
"G23_9",20,"Female","KO+Saline","C11437088",6.4
"G23_8",21,"Female","WT+MTX","C11437088",8.2
"G23_9",21,"Female","KO+Saline","C11437088",6.8
"G23_8",22,"Female","WT+MTX","C11437088",8.5
"G23_9",22,"Female","KO+Saline","C11437088",7.3
"G23_8",23,"Female","WT+MTX","C11437088",NA
"G23_9",23,"Female","KO+Saline","C11437088",NA
"G23_8",24,"Female","WT+MTX","C11437088",8.4
"G23_9",24,"Female","KO+Saline","C11437088",8.4
"G23_8",25,"Female","WT+MTX","C11437088",9.1
"G23_9",25,"Female","KO+Saline","C11437088",8.8
"G23_8",26,"Female","WT+MTX","C11437088",10.2
"G23_9",26,"Female","KO+Saline","C11437088",9.4
"G23_8",27,"Female","WT+MTX","C11437088",10.8
"G23_9",27,"Female","KO+Saline","C11437088",10.1
"G23_8",35,"Female","WT+MTX","C11437088",15.9
"G23_9",35,"Female","KO+Saline","C11437088",14.4
"G23_8",41,"Female","WT+MTX","C11437088",18.1
"G23_9",41,"Female","KO+Saline","C11437088",17
"G23_8",49,"Female","WT+MTX","C11437088",18.8
"G23_9",49,"Female","KO+Saline","C11437088",16.3
"G23_8",56,"Female","WT+MTX","C11437088",19.8
"G23_9",56,"Female","KO+Saline","C11437088",17.4
"G23_8",62,"Female","WT+MTX","C11437088",20
"G23_9",62,"Female","KO+Saline","C11437088",18.6
"G24_4",13,"Female","WT+Saline","C11444167",7.4
"G24_7",13,"Female","KO+MTX","C11444167",7.4
"G24_4",17,"Female","WT+Saline","C11444167",7.7
"G24_7",17,"Female","KO+MTX","C11444167",7.2
"G24_4",18,"Female","WT+Saline","C11444167",8
"G24_7",18,"Female","KO+MTX","C11444167",6.9
"G24_4",19,"Female","WT+Saline","C11444167",8.3
"G24_7",19,"Female","KO+MTX","C11444167",7.1
"G24_4",20,"Female","WT+Saline","C11444167",8.9
"G24_7",20,"Female","KO+MTX","C11444167",6.6
"G24_4",21,"Female","WT+Saline","C11444167",9.8
"G24_7",21,"Female","KO+MTX","C11444167",6.3
"G24_4",22,"Female","WT+Saline","C11444167",10.3
"G24_7",22,"Female","KO+MTX","C11444167",6.1
"G24_4",23,"Female","WT+Saline","C11444167",NA
"G24_7",23,"Female","KO+MTX","C11444167",NA
"G24_4",24,"Female","WT+Saline","C11444167",12.5
"G24_7",24,"Female","KO+MTX","C11444167",6.1
"G24_4",25,"Female","WT+Saline","C11444167",13.2
"G24_7",25,"Female","KO+MTX","C11444167",6
"G24_4",26,"Female","WT+Saline","C11444167",13.8
"G24_7",26,"Female","KO+MTX","C11444167",6
"G24_4",27,"Female","WT+Saline","C11444167",14.5
"G24_7",27,"Female","KO+MTX","C11444167",6.3
"G24_4",35,"Female","WT+Saline","C11444167",17.7
"G24_7",35,"Female","KO+MTX","C11444167",13.6
"G24_4",41,"Female","WT+Saline","C11444167",18.1
"G24_7",41,"Female","KO+MTX","C11444167",17
"G24_4",49,"Female","WT+Saline","C11444167",19.4
"G24_7",49,"Female","KO+MTX","C11444167",18.4
"G24_4",56,"Female","WT+Saline","C11444167",21
"G24_7",56,"Female","KO+MTX","C11444167",19.3
"G24_4",62,"Female","WT+Saline","C11444167",22.9
"G24_7",62,"Female","KO+MTX","C11444167",19.2
"G25_1",13,"Female","WT+MTX","C11473177",9.3
"G25_1",17,"Female","WT+MTX","C11473177",9.5
"G25_1",18,"Female","WT+MTX","C11473177",9.6
"G25_1",19,"Female","WT+MTX","C11473177",9.9
"G25_1",20,"Female","WT+MTX","C11473177",10
"G25_1",21,"Female","WT+MTX","C11473177",10.5
"G25_1",22,"Female","WT+MTX","C11473177",10.7
"G25_1",23,"Female","WT+MTX","C11473177",10.1
"G25_1",24,"Female","WT+MTX","C11473177",9.3
"G25_1",25,"Female","WT+MTX","C11473177",9.5
"G25_1",26,"Female","WT+MTX","C11473177",10.5
"G25_1",27,"Female","WT+MTX","C11473177",11.1
"G25_1",35,"Female","WT+MTX","C11473177",17.5
"G25_1",41,"Female","WT+MTX","C11473177",19.7
"G25_1",49,"Female","WT+MTX","C11473177",18.5
"G25_1",56,"Female","WT+MTX","C11473177",18.5
"G25_1",62,"Female","WT+MTX","C11473177",20
"G27_2",13,"Male","WT+Saline","C11480872",7.7
"G27_4",13,"Female","KO+MTX","C11480872",7.3
"G27_6",13,"Female","KO+Saline","C11480872",7.1
"G27_2",17,"Male","WT+Saline","C11480872",8.2
"G27_4",17,"Female","KO+MTX","C11480872",7.4
"G27_6",17,"Female","KO+Saline","C11480872",7.5
"G27_2",18,"Male","WT+Saline","C11480872",8.5
"G27_4",18,"Female","KO+MTX","C11480872",7.8
"G27_6",18,"Female","KO+Saline","C11480872",7.6
"G27_2",19,"Male","WT+Saline","C11480872",9
"G27_4",19,"Female","KO+MTX","C11480872",7.7
"G27_6",19,"Female","KO+Saline","C11480872",7.5
"G27_2",20,"Male","WT+Saline","C11480872",9.4
"G27_4",20,"Female","KO+MTX","C11480872",7.7
"G27_6",20,"Female","KO+Saline","C11480872",8
"G27_2",21,"Male","WT+Saline","C11480872",10.6
"G27_4",21,"Female","KO+MTX","C11480872",7.8
"G27_6",21,"Female","KO+Saline","C11480872",8.8
"G27_2",22,"Male","WT+Saline","C11480872",11.2
"G27_4",22,"Female","KO+MTX","C11480872",7.6
"G27_6",22,"Female","KO+Saline","C11480872",9.5
"G27_2",23,"Male","WT+Saline","C11480872",12.2
"G27_4",23,"Female","KO+MTX","C11480872",6.7
"G27_6",23,"Female","KO+Saline","C11480872",10.1
"G27_2",24,"Male","WT+Saline","C11480872",13
"G27_4",24,"Female","KO+MTX","C11480872",6.7
"G27_6",24,"Female","KO+Saline","C11480872",10.1
"G27_2",25,"Male","WT+Saline","C11480872",14.4
"G27_4",25,"Female","KO+MTX","C11480872",6.9
"G27_6",25,"Female","KO+Saline","C11480872",11.4
"G27_2",26,"Male","WT+Saline","C11480872",15.3
"G27_4",26,"Female","KO+MTX","C11480872",6.7
"G27_6",26,"Female","KO+Saline","C11480872",12.4
"G27_2",27,"Male","WT+Saline","C11480872",15.9
"G27_4",27,"Female","KO+MTX","C11480872",6.8
"G27_6",27,"Female","KO+Saline","C11480872",12.8
"G27_2",35,"Male","WT+Saline","C11480872",20.1
"G27_4",35,"Female","KO+MTX","C11480872",13.6
"G27_6",35,"Female","KO+Saline","C11480872",16.4
"G27_2",41,"Male","WT+Saline","C11480872",21.6
"G27_4",41,"Female","KO+MTX","C11480872",17.1
"G27_6",41,"Female","KO+Saline","C11480872",18.7
"G27_2",49,"Male","WT+Saline","C11480872",23
"G27_4",49,"Female","KO+MTX","C11480872",18
"G27_6",49,"Female","KO+Saline","C11480872",17.8
"G27_2",56,"Male","WT+Saline","C11480872",23.9
"G27_4",56,"Female","KO+MTX","C11480872",20.2
"G27_6",56,"Female","KO+Saline","C11480872",18.4
"G27_2",62,"Male","WT+Saline","C11480872",24.8
"G27_4",62,"Female","KO+MTX","C11480872",20.8
"G27_6",62,"Female","KO+Saline","C11480872",19.6
"G28_2",13,"Male","WT+Saline","C11462354",7.3
"G28_3",13,"Male","KO+MTX","C11462354",7.2
"G28_4",13,"Female","WT+Saline","C11462354",7.4
"G28_6",13,"Female","KO+MTX","C11462354",7.2
"G28_8",13,"Female","WT+MTX","C11462354",7.3
"G28_2",17,"Male","WT+Saline","C11462354",7.4
"G28_3",17,"Male","KO+MTX","C11462354",7.7
"G28_4",17,"Female","WT+Saline","C11462354",6.3
"G28_6",17,"Female","KO+MTX","C11462354",7.4
"G28_8",17,"Female","WT+MTX","C11462354",7.4
"G28_2",18,"Male","WT+Saline","C11462354",7.7
"G28_3",18,"Male","KO+MTX","C11462354",7.7
"G28_4",18,"Female","WT+Saline","C11462354",6.6
"G28_6",18,"Female","KO+MTX","C11462354",7.7
"G28_8",18,"Female","WT+MTX","C11462354",7.7
"G28_2",19,"Male","WT+Saline","C11462354",8.5
"G28_3",19,"Male","KO+MTX","C11462354",8.1
"G28_4",19,"Female","WT+Saline","C11462354",7.3
"G28_6",19,"Female","KO+MTX","C11462354",7.9
"G28_8",19,"Female","WT+MTX","C11462354",8.1
"G28_2",20,"Male","WT+Saline","C11462354",8.8
"G28_3",20,"Male","KO+MTX","C11462354",8.2
"G28_4",20,"Female","WT+Saline","C11462354",7.7
"G28_6",20,"Female","KO+MTX","C11462354",8
"G28_8",20,"Female","WT+MTX","C11462354",8.1
"G28_2",21,"Male","WT+Saline","C11462354",9
"G28_3",21,"Male","KO+MTX","C11462354",8.3
"G28_4",21,"Female","WT+Saline","C11462354",8.4
"G28_6",21,"Female","KO+MTX","C11462354",7.8
"G28_8",21,"Female","WT+MTX","C11462354",8.4
"G28_2",22,"Male","WT+Saline","C11462354",10
"G28_3",22,"Male","KO+MTX","C11462354",8.3
"G28_4",22,"Female","WT+Saline","C11462354",8.9
"G28_6",22,"Female","KO+MTX","C11462354",7.6
"G28_8",22,"Female","WT+MTX","C11462354",8.5
"G28_2",23,"Male","WT+Saline","C11462354",10.7
"G28_3",23,"Male","KO+MTX","C11462354",8.4
"G28_4",23,"Female","WT+Saline","C11462354",9.8
"G28_6",23,"Female","KO+MTX","C11462354",7.1
"G28_8",23,"Female","WT+MTX","C11462354",8.5
"G28_2",24,"Male","WT+Saline","C11462354",11.4
"G28_3",24,"Male","KO+MTX","C11462354",8.8
"G28_4",24,"Female","WT+Saline","C11462354",11.1
"G28_6",24,"Female","KO+MTX","C11462354",6.7
"G28_8",24,"Female","WT+MTX","C11462354",8
"G28_2",25,"Male","WT+Saline","C11462354",12.3
"G28_3",25,"Male","KO+MTX","C11462354",9.5
"G28_4",25,"Female","WT+Saline","C11462354",12
"G28_6",25,"Female","KO+MTX","C11462354",7
"G28_8",25,"Female","WT+MTX","C11462354",8
"G28_2",26,"Male","WT+Saline","C11462354",13.3
"G28_3",26,"Male","KO+MTX","C11462354",10
"G28_4",26,"Female","WT+Saline","C11462354",12.6
"G28_6",26,"Female","KO+MTX","C11462354",6.5
"G28_8",26,"Female","WT+MTX","C11462354",8.8
"G28_2",27,"Male","WT+Saline","C11462354",14.4
"G28_3",27,"Male","KO+MTX","C11462354",10
"G28_4",27,"Female","WT+Saline","C11462354",13.6
"G28_6",27,"Female","KO+MTX","C11462354",6.7
"G28_8",27,"Female","WT+MTX","C11462354",9.9
"G28_2",35,"Male","WT+Saline","C11462354",19.1
"G28_3",35,"Male","KO+MTX","C11462354",13.7
"G28_4",35,"Female","WT+Saline","C11462354",16.6
"G28_6",35,"Female","KO+MTX","C11462354",13.5
"G28_8",35,"Female","WT+MTX","C11462354",14.8
"G28_2",41,"Male","WT+Saline","C11462354",22.1
"G28_3",41,"Male","KO+MTX","C11462354",18.2
"G28_4",41,"Female","WT+Saline","C11462354",17.7
"G28_6",41,"Female","KO+MTX","C11462354",17.9
"G28_8",41,"Female","WT+MTX","C11462354",18.2
"G28_2",49,"Male","WT+Saline","C11462354",24.4
"G28_3",49,"Male","KO+MTX","C11462354",19.7
"G28_4",49,"Female","WT+Saline","C11462354",19.2
"G28_6",49,"Female","KO+MTX","C11462354",17.8
"G28_8",49,"Female","WT+MTX","C11462354",17.8
"G28_2",56,"Male","WT+Saline","C11462354",26.3
"G28_3",56,"Male","KO+MTX","C11462354",22.3
"G28_4",56,"Female","WT+Saline","C11462354",19
"G28_6",56,"Female","KO+MTX","C11462354",18.4
"G28_8",56,"Female","WT+MTX","C11462354",19.1
"G28_2",62,"Male","WT+Saline","C11462354",27.2
"G28_3",62,"Male","KO+MTX","C11462354",23.4
"G28_4",62,"Female","WT+Saline","C11462354",20.8
"G28_6",62,"Female","KO+MTX","C11462354",18.6
"G28_8",62,"Female","WT+MTX","C11462354",20.7
"G29_1",13,"Male","WT+MTX","C11473226",7.9
"G29_2",13,"Male","WT+Saline","C11473226",8
"G29_4",13,"Female","WT+MTX","C11473226",7.4
"G29_7",13,"Female","WT+Saline","C11473226",7.3
"G29_1",17,"Male","WT+MTX","C11473226",7.8
"G29_2",17,"Male","WT+Saline","C11473226",6.7
"G29_4",17,"Female","WT+MTX","C11473226",7.6
"G29_7",17,"Female","WT+Saline","C11473226",7.3
"G29_1",18,"Male","WT+MTX","C11473226",8.1
"G29_2",18,"Male","WT+Saline","C11473226",7
"G29_4",18,"Female","WT+MTX","C11473226",7.9
"G29_7",18,"Female","WT+Saline","C11473226",7.8
"G29_1",19,"Male","WT+MTX","C11473226",8.6
"G29_2",19,"Male","WT+Saline","C11473226",7.7
"G29_4",19,"Female","WT+MTX","C11473226",8.2
"G29_7",19,"Female","WT+Saline","C11473226",8.3
"G29_1",20,"Male","WT+MTX","C11473226",9
"G29_2",20,"Male","WT+Saline","C11473226",8.3
"G29_4",20,"Female","WT+MTX","C11473226",8.6
"G29_7",20,"Female","WT+Saline","C11473226",8.9
"G29_1",21,"Male","WT+MTX","C11473226",9
"G29_2",21,"Male","WT+Saline","C11473226",8.8
"G29_4",21,"Female","WT+MTX","C11473226",9
"G29_7",21,"Female","WT+Saline","C11473226",9.6
"G29_1",22,"Male","WT+MTX","C11473226",8.8
"G29_2",22,"Male","WT+Saline","C11473226",9.8
"G29_4",22,"Female","WT+MTX","C11473226",9.3
"G29_7",22,"Female","WT+Saline","C11473226",10.4
"G29_1",23,"Male","WT+MTX","C11473226",8
"G29_2",23,"Male","WT+Saline","C11473226",12.9
"G29_4",23,"Female","WT+MTX","C11473226",9.8
"G29_7",23,"Female","WT+Saline","C11473226",11.7
"G29_1",24,"Male","WT+MTX","C11473226",7.7
"G29_2",24,"Male","WT+Saline","C11473226",11.7
"G29_4",24,"Female","WT+MTX","C11473226",10.2
"G29_7",24,"Female","WT+Saline","C11473226",12.4
"G29_1",25,"Male","WT+MTX","C11473226",7.6
"G29_2",25,"Male","WT+Saline","C11473226",12.4
"G29_4",25,"Female","WT+MTX","C11473226",11
"G29_7",25,"Female","WT+Saline","C11473226",13.2
"G29_1",26,"Male","WT+MTX","C11473226",8.3
"G29_2",26,"Male","WT+Saline","C11473226",13.6
"G29_4",26,"Female","WT+MTX","C11473226",12
"G29_7",26,"Female","WT+Saline","C11473226",13.7
"G29_1",27,"Male","WT+MTX","C11473226",9.2
"G29_2",27,"Male","WT+Saline","C11473226",14.8
"G29_4",27,"Female","WT+MTX","C11473226",12.3
"G29_7",27,"Female","WT+Saline","C11473226",14.3
"G29_1",35,"Male","WT+MTX","C11473226",11.3
"G29_2",35,"Male","WT+Saline","C11473226",20.5
"G29_4",35,"Female","WT+MTX","C11473226",16
"G29_7",35,"Female","WT+Saline","C11473226",17.2
"G29_1",41,"Male","WT+MTX","C11473226",20.4
"G29_2",41,"Male","WT+Saline","C11473226",22.5
"G29_4",41,"Female","WT+MTX","C11473226",16.6
"G29_7",41,"Female","WT+Saline","C11473226",17
"G29_1",49,"Male","WT+MTX","C11473226",22.5
"G29_2",49,"Male","WT+Saline","C11473226",24
"G29_4",49,"Female","WT+MTX","C11473226",17.2
"G29_7",49,"Female","WT+Saline","C11473226",17.8
"G29_1",56,"Male","WT+MTX","C11473226",24.9
"G29_2",56,"Male","WT+Saline","C11473226",26.2
"G29_4",56,"Female","WT+MTX","C11473226",18.7
"G29_7",56,"Female","WT+Saline","C11473226",19.4
"G29_1",62,"Male","WT+MTX","C11473226",25.9
"G29_2",62,"Male","WT+Saline","C11473226",27.1
"G29_4",62,"Female","WT+MTX","C11473226",18.1
"G29_7",62,"Female","WT+Saline","C11473226",19.1
"G30_1",13,"Male","WT+MTX","C11480829",8.4
"G30_1",17,"Male","WT+MTX","C11480829",8
"G30_1",18,"Male","WT+MTX","C11480829",8.5
"G30_1",19,"Male","WT+MTX","C11480829",8.8
"G30_1",20,"Male","WT+MTX","C11480829",8.7
"G30_1",21,"Male","WT+MTX","C11480829",8.7
"G30_1",22,"Male","WT+MTX","C11480829",8.1
"G30_1",23,"Male","WT+MTX","C11480829",7.5
"G30_1",24,"Male","WT+MTX","C11480829",7.2
"G30_1",25,"Male","WT+MTX","C11480829",6.7
"G30_1",26,"Male","WT+MTX","C11480829",7.2
"G30_1",27,"Male","WT+MTX","C11480829",7.5
"G30_1",35,"Male","WT+MTX","C11480829",13.8
"G30_1",41,"Male","WT+MTX","C11480829",18.4
"G30_1",49,"Male","WT+MTX","C11480829",20.9
"G30_1",56,"Male","WT+MTX","C11480829",23.4
"G30_1",62,"Male","WT+MTX","C11480829",25
"G31_1",13,"Male","WT+Saline","C11503078",6.7
"G31_2",13,"Female","KO+MTX","C11503078",9.2
"G31_3",13,"Female","KO+Saline","C11503078",9.6
"G31_1",17,"Male","WT+Saline","C11503078",6.4
"G31_2",17,"Female","KO+MTX","C11503078",8.2
"G31_3",17,"Female","KO+Saline","C11503078",8.9
"G31_1",18,"Male","WT+Saline","C11503078",6.7
"G31_2",18,"Female","KO+MTX","C11503078",8.7
"G31_3",18,"Female","KO+Saline","C11503078",9.5
"G31_1",19,"Male","WT+Saline","C11503078",7.5
"G31_2",19,"Female","KO+MTX","C11503078",9
"G31_3",19,"Female","KO+Saline","C11503078",10
"G31_1",20,"Male","WT+Saline","C11503078",8.9
"G31_2",20,"Female","KO+MTX","C11503078",9.8
"G31_3",20,"Female","KO+Saline","C11503078",11.2
"G31_1",21,"Male","WT+Saline","C11503078",8.9
"G31_2",21,"Female","KO+MTX","C11503078",9.8
"G31_3",21,"Female","KO+Saline","C11503078",11.2
"G31_1",22,"Male","WT+Saline","C11503078",9.7
"G31_2",22,"Female","KO+MTX","C11503078",10.4
"G31_3",22,"Female","KO+Saline","C11503078",11.9
"G31_1",23,"Male","WT+Saline","C11503078",10.6
"G31_2",23,"Female","KO+MTX","C11503078",10.9
"G31_3",23,"Female","KO+Saline","C11503078",12.6
"G31_1",24,"Male","WT+Saline","C11503078",11.9
"G31_2",24,"Female","KO+MTX","C11503078",11.3
"G31_3",24,"Female","KO+Saline","C11503078",13.9
"G31_1",25,"Male","WT+Saline","C11503078",12.8
"G31_2",25,"Female","KO+MTX","C11503078",11.8
"G31_3",25,"Female","KO+Saline","C11503078",14.3
"G31_1",26,"Male","WT+Saline","C11503078",13.5
"G31_2",26,"Female","KO+MTX","C11503078",12.3
"G31_3",26,"Female","KO+Saline","C11503078",15.1
"G31_1",27,"Male","WT+Saline","C11503078",14.7
"G31_2",27,"Female","KO+MTX","C11503078",13
"G31_3",27,"Female","KO+Saline","C11503078",16
"G31_1",35,"Male","WT+Saline","C11503078",18.6
"G31_2",35,"Female","KO+MTX","C11503078",16.4
"G31_3",35,"Female","KO+Saline","C11503078",17.9
"G31_1",41,"Male","WT+Saline","C11503078",19.3
"G31_2",41,"Female","KO+MTX","C11503078",17.5
"G31_3",41,"Female","KO+Saline","C11503078",18.5
"G31_1",49,"Male","WT+Saline","C11503078",21
"G31_2",49,"Female","KO+MTX","C11503078",18
"G31_3",49,"Female","KO+Saline","C11503078",19.5
"G31_1",56,"Male","WT+Saline","C11503078",22.2
"G31_2",56,"Female","KO+MTX","C11503078",18.5
"G31_3",56,"Female","KO+Saline","C11503078",20.3
"G31_1",62,"Male","WT+Saline","C11503078",22.5
"G31_2",62,"Female","KO+MTX","C11503078",19.1
"G31_3",62,"Female","KO+Saline","C11503078",20.3
"G32_2",13,"Male","WT+MTX","C11581239",7.4
"G32_3",13,"Female","KO+MTX","C11581239",9.6
"G32_4",13,"Female","WT+Saline","C11581239",7.9
"G32_2",17,"Male","WT+MTX","C11581239",7.6
"G32_3",17,"Female","KO+MTX","C11581239",9.7
"G32_4",17,"Female","WT+Saline","C11581239",8.3
"G32_2",18,"Male","WT+MTX","C11581239",7.9
"G32_3",18,"Female","KO+MTX","C11581239",9.4
"G32_4",18,"Female","WT+Saline","C11581239",8.5
"G32_2",19,"Male","WT+MTX","C11581239",8.2
"G32_3",19,"Female","KO+MTX","C11581239",9.6
"G32_4",19,"Female","WT+Saline","C11581239",8.8
"G32_2",20,"Male","WT+MTX","C11581239",8.4
"G32_3",20,"Female","KO+MTX","C11581239",9.5
"G32_4",20,"Female","WT+Saline","C11581239",9.2
"G32_2",21,"Male","WT+MTX","C11581239",9
"G32_3",21,"Female","KO+MTX","C11581239",9.5
"G32_4",21,"Female","WT+Saline","C11581239",9.9
"G32_2",22,"Male","WT+MTX","C11581239",9.8
"G32_3",22,"Female","KO+MTX","C11581239",9.9
"G32_4",22,"Female","WT+Saline","C11581239",10.7
"G32_2",23,"Male","WT+MTX","C11581239",10.3
"G32_3",23,"Female","KO+MTX","C11581239",10.4
"G32_4",23,"Female","WT+Saline","C11581239",11.2
"G32_2",24,"Male","WT+MTX","C11581239",11
"G32_3",24,"Female","KO+MTX","C11581239",10.2
"G32_4",24,"Female","WT+Saline","C11581239",12
